	#	$	''	(	)	,	.	:	CC	CD	DT	EX	FW	IN	JJ	JJR	JJS	MD	NN	NNP	NNPS	NNS	PDT	POS	PRP	PRP$	RB	RBR	RBS	RP	SYM	TO	UH	VB	VBD	VBG	VBN	VBP	VBZ	WDT	WP	WP$	WRB	``
88	-13.254015	-8.169984	-41.407475	-17.216314	-30.173780	-18.807096	-15.005825	-20.086561	-12.827435	22.440805	-24.525885	-27.499651	-19.848743	-8.862250	5.902157	-22.557076	-53.700829	-43.307880	3.904569	3.149784	-18.440218	-14.515323	-33.822384	-31.958790	-0.939556	-3.487707	-7.150051	-22.393421	-41.386993	-38.035500	-15.183990	-15.297183	-19.076590	-5.217156	-22.720486	-13.553860	-17.825527	-8.362376	-30.230354	-45.748211	-43.965336	-27.013641	-18.085655	-16.443796
ago	-23.370481	-18.554611	-29.874319	-24.606117	-26.391916	-19.839243	-25.262550	-18.888512	-26.221146	-14.784320	-4.010489	-33.519718	-22.383245	-0.052943	-7.600434	-39.356739	-36.374573	-29.352816	0.417306	-10.081903	-23.882748	-8.992839	-16.576750	-23.935890	-22.477083	-23.172827	9.512139	-34.741486	-36.755615	-20.293749	-21.244831	-19.521135	-11.144868	-1.068329	-18.271927	-13.619984	-15.696582	-5.667142	-16.609650	-27.609594	-30.870663	-30.165834	-22.844688	-17.425413
mean	-9.980296	-21.891373	-20.648956	-15.413052	-20.039469	-14.014050	-18.216421	-10.109406	-22.379448	-16.838533	-5.041235	-17.070763	-11.185802	-6.694482	1.324887	-8.393298	-13.725304	-9.650532	2.655115	-3.154994	-22.461342	-10.124559	-14.280383	-14.970206	-5.813335	-19.337433	-5.867146	-15.873019	-16.519587	-18.208668	-10.644192	-7.565967	-18.118151	4.166432	1.856791	-15.829174	1.123692	0.653602	-10.678877	-17.711271	-11.229997	-13.896712	-21.185162	-11.316473
consumer-products	-37.831917	-28.615643	-41.876766	-26.617504	-23.476099	-44.501259	-42.518932	-38.175549	-19.572844	-35.231098	-34.831684	-57.004395	-12.626163	-31.336845	7.903753	-16.060255	-14.112700	-51.212933	3.506150	-13.062774	-13.562946	10.329269	-37.494228	-33.439095	-17.707989	-26.544985	-8.404565	-25.061611	-15.567691	-38.274254	-40.969696	-40.685795	-35.172997	-8.045866	-23.270428	-29.485197	-15.876883	-12.606737	1.057404	-40.267933	-41.092094	-43.940952	-57.214676	-44.287674
69.5	-23.543030	-13.927711	-41.972141	-25.517326	-33.185684	-26.031597	-19.968422	-9.229199	-31.912354	25.780825	-20.034689	-32.283535	-29.622236	-9.617107	-2.093379	-23.640150	-40.006287	-40.576588	1.167156	1.810624	-7.605490	-5.651464	-37.498489	-47.056232	-14.425985	-20.690144	-6.584771	-41.864208	-54.144741	-36.135513	-17.090485	-24.439009	-23.579170	-0.579988	-12.419745	-4.214500	-11.168508	-3.190351	-10.046559	-39.304470	-26.106329	-27.351437	-21.357237	-14.964832
76	-29.276123	-18.567799	-60.111710	-36.149490	-41.798027	-40.475834	-26.661825	-27.754175	-29.305796	28.386984	-36.253468	-43.052311	-24.101902	-19.095217	5.793765	-38.992191	-71.304016	-42.269989	1.016752	5.476846	-22.275681	-19.980955	-57.941216	-55.761192	-7.669539	-22.805948	-7.500948	-45.858055	-66.984482	-44.829475	-26.357750	-20.631063	-32.115601	-4.378750	-15.700397	-30.981897	-12.242704	-8.614998	-36.628056	-60.789562	-45.284466	-43.671120	-25.853395	-25.772171
47.1	-31.068121	-20.497761	-62.362228	-31.632740	-35.407417	-36.421322	-32.463490	-21.545357	-36.059361	23.855139	-31.507605	-39.539703	-27.113857	-20.561605	4.629317	-23.422544	-44.650753	-52.883533	3.550790	-11.458830	-29.060665	-0.387385	-46.272537	-53.544811	-18.514683	-24.774183	-7.889556	-33.876041	-57.617378	-38.673016	-29.063036	-41.229179	-40.800251	-5.302921	-12.870139	-16.068504	-14.946547	-5.066943	-19.508188	-43.991158	-34.109455	-37.188301	-30.757133	-32.206123
year-before	-37.319031	-27.917591	-36.437805	-27.414824	-22.975332	-39.476795	-30.430765	-23.980949	-29.987709	-28.575365	-31.578482	-53.333534	-22.246527	-9.578606	11.089397	-14.490221	-14.995429	-52.025547	7.389791	-8.074344	-27.230286	-3.238308	-32.246555	-47.934566	-18.957300	-31.848703	-0.677959	-24.164467	-41.322304	-30.512066	-42.385586	-41.432961	-19.359047	-4.218073	-27.829224	-26.058716	-22.195774	-10.386104	-27.398071	-31.429352	-40.296947	-37.995716	-40.828091	-44.052013
Analysts	-25.207060	-10.939186	-30.738588	-15.468818	-9.934459	-18.017771	-13.993629	-18.986446	-18.599594	-23.071190	-10.763859	-30.048676	-17.367897	-10.063165	-6.160937	-20.028101	-24.995268	-40.887646	-1.547551	5.728667	5.413372	10.635846	-27.237473	-14.020478	-20.273714	-21.105711	-8.353314	-21.216402	-39.720379	-33.192898	-17.923895	-17.331272	-18.353090	-10.877985	-21.240250	-18.197067	-19.676037	-12.375057	2.488393	-19.325981	-21.897289	-32.584072	-33.529388	-17.197866
estimate	-15.874751	-16.977560	-17.632885	-15.873713	-17.707548	-18.276131	-19.865660	-14.671550	-9.839232	-18.761158	-13.720518	-10.742486	-10.671808	-5.801893	2.717606	-9.115947	-11.603034	-12.541129	5.965722	-9.392017	-21.394358	-5.651615	-14.967958	-16.437458	-7.683318	-16.049868	-4.096159	-10.647526	-19.124857	-14.508628	-16.906067	-15.281047	-20.142937	4.887527	-1.924952	-13.219571	-2.811493	2.918004	-9.066785	-15.331622	-17.244333	-16.812935	-19.081724	-12.116535
Colgate	-25.807451	-18.395733	-27.293806	-16.602758	-18.579687	-22.206776	-26.565823	-19.657501	-18.648584	-14.656258	-19.430719	-20.544527	-26.977613	-5.166268	2.162585	-14.282537	-24.321987	-19.674149	2.001934	9.918846	-6.224358	-12.471356	-24.054539	-27.310240	-19.118853	-24.266926	-5.177984	-18.696955	-38.448269	-17.906527	-17.501938	-20.335707	-21.980274	3.887384	-4.227186	-15.042727	-6.848868	-1.461086	-17.631710	-23.801828	-20.761368	-35.890842	-20.104635	-20.680090
8	-11.908423	-8.487144	-44.373108	-24.005421	-35.227085	-25.063555	-14.576026	-19.055910	-34.817062	25.682697	-10.326787	-39.055450	-25.286654	-7.471171	2.497666	-28.825966	-58.806511	-39.148972	-1.798527	-0.922523	-27.937449	-14.638597	-22.707823	-41.179993	-9.475397	-9.020833	-7.582086	-32.922901	-63.888855	-44.943542	-16.062574	-26.097757	-22.542376	-3.808934	-25.321791	-24.379862	-15.983438	-9.302719	-24.983276	-39.752655	-33.151009	-24.502605	-21.361029	-19.636868
1.29	-28.230070	-11.519875	-42.683941	-22.065449	-35.168365	-30.565826	-15.763195	-15.712205	-41.422405	27.252550	-23.946304	-34.813156	-32.305077	-18.105427	4.742285	-21.464808	-53.052704	-55.517555	1.782399	2.942235	-10.032582	0.133938	-36.850513	-38.141605	-10.515606	-24.317030	-4.721302	-39.856785	-69.295891	-52.137218	-22.667519	-28.985586	-32.227051	-6.408933	-22.320755	-8.220914	-16.582619	-8.303933	-16.872570	-49.528896	-29.621611	-35.520309	-21.446911	-16.932743
Latin	-26.493198	-18.779579	-31.724192	-19.160000	-22.091557	-25.083187	-23.318199	-24.840437	-14.779610	-17.989073	-13.823969	-25.811440	-9.260493	-10.000693	4.930479	-17.531982	-9.542468	-24.835785	0.069727	7.120648	-1.459644	-1.522424	-23.094885	-24.821907	-18.779900	-26.316338	5.316155	-23.375656	-16.486067	-18.030317	-20.773035	-21.298086	-18.266804	-0.064885	-10.234909	-3.220421	-6.773119	-6.651514	-8.510627	-7.695604	-17.702862	-28.016544	-24.314577	-24.281172
America	-21.404243	-15.269306	-25.986483	-18.670818	-17.242077	-23.411335	-15.125193	-13.687002	-14.802691	-15.805120	-10.719754	-30.045162	-14.019181	-12.742464	2.918859	-22.055698	-34.297302	-18.892019	1.482461	11.665391	-10.096697	-13.108625	-25.441492	-25.963547	-20.672338	-20.269308	-0.907089	-23.705770	-32.308090	-16.217554	-21.064159	-7.021989	-13.977255	-3.354836	-16.543737	-27.162292	-17.905762	-7.008180	-16.856396	-13.280873	-11.135161	-27.867502	-24.165161	-22.412771
Asia	-25.841709	-13.310202	-31.283340	-11.998203	-13.247979	-31.727816	-21.292742	-17.418655	-14.016968	-21.466314	-2.041423	-26.874485	-17.508661	-3.231866	-0.000490	-21.352045	-23.720919	-22.506130	0.321435	8.197656	-3.370392	-3.883648	-21.316778	-25.439535	-17.523474	-10.241374	0.275347	-21.912020	-33.533974	-20.602383	-18.622097	-10.599088	-16.452446	-7.840212	-10.122745	-14.338029	-12.414193	-12.514928	-15.409453	-11.834052	-23.228685	-25.265165	-29.340279	-17.679115
Europe	-20.300274	-18.678404	-15.976975	-12.161494	-12.552181	-17.679422	-20.886221	-12.232851	-11.789752	-4.933661	-8.877191	-16.887209	-15.489312	-4.382588	0.554197	-12.347877	-23.787413	-19.243200	0.937860	6.448791	-3.930450	-7.933383	-18.808346	-19.470371	-10.228188	-15.672561	-0.833229	-10.103511	-33.373882	-16.595625	-21.106129	-22.001404	-2.048873	1.057801	-6.056558	-16.117723	-7.223708	-5.716814	-12.458593	-17.924431	-24.779142	-18.698463	-10.153224	-13.210689
Results	-22.291286	-8.698816	-21.027653	-16.966736	-9.697337	-23.724747	-17.712070	-12.799241	-20.260967	-21.975037	-21.934032	-24.474834	-19.586950	-14.976624	-2.470202	-9.596895	-21.490799	-25.456505	-3.371884	8.509194	3.501534	10.818244	-23.199400	-15.657725	-10.993145	-16.705626	-5.762255	-13.808331	-33.076447	-29.307613	-17.869074	-28.115553	-15.563095	-9.151405	-14.907338	-14.029737	-17.392521	-15.273989	-0.020649	-26.617903	-27.128824	-27.994865	-33.174210	-15.155704
very	-17.615702	-18.234396	-29.486397	-23.789598	-22.071793	-22.088055	-25.303921	-20.451269	-15.114686	-19.462778	-4.262995	-13.733689	-18.664251	-4.420723	3.317524	-11.011159	-25.133862	-36.856628	3.796252	-11.973201	-32.597130	-13.075838	-16.514677	-27.195793	-12.042875	-18.751577	8.340635	-16.119125	-32.292278	-28.239119	-18.914019	-26.860777	-19.818047	1.500781	-12.105448	-23.302290	-12.285181	1.146195	-16.908171	-8.023700	-25.346516	-25.750862	-12.780471	-27.140226
meaningful	-13.109874	-20.455774	-17.928541	-17.199316	-14.206467	-25.071720	-25.052650	-18.085960	-14.861343	-21.583118	-17.846487	-25.042755	-13.819541	-5.686180	5.574439	-4.792056	-4.470326	-12.500560	4.708825	-1.522298	-16.309986	-3.393231	-23.889242	-19.383322	-6.055868	-21.935444	1.611089	-15.472558	-11.466208	-15.302580	-21.626358	-19.732414	-21.707340	-0.899583	-4.650747	-11.371911	-4.679629	-3.133219	-13.696154	-20.377134	-13.105628	-16.039341	-23.946842	-20.286396
business	-16.040533	-12.234924	-18.982132	-15.053144	-14.016011	-16.988905	-18.274927	-13.244311	-19.872183	-6.872000	-19.811966	-14.575627	-10.308760	-8.667336	-0.156853	-3.233848	-9.392382	-18.972450	7.434452	-3.721758	-11.674325	-1.642342	-15.876803	-15.933040	-2.800142	-16.916615	-3.838678	-5.914877	-11.879637	-19.457994	-13.457046	-18.961145	-18.817682	1.043944	-6.678824	-4.428893	-8.974713	-2.989993	-10.236266	-19.258675	-24.580385	-13.882223	-17.832064	-19.370995
Operating	-17.937962	-8.296286	-16.884886	-22.385609	-15.991544	-15.963201	-15.868948	-15.064122	-18.672646	-12.447238	-16.957289	-19.242119	-12.234591	-0.937921	4.506918	-9.101525	-18.452991	-21.515779	4.694815	5.171476	-5.937779	-7.099998	-18.772074	-20.553339	-7.452816	-7.645984	-0.731773	-12.176173	-19.627768	-16.722134	-18.311962	-14.657817	-6.586044	-4.334893	-16.233526	2.665671	-13.848696	-5.289056	-20.668783	-17.368217	-21.809553	-19.260748	-18.428228	-14.638815
household	-17.354830	-17.251247	-13.430337	-17.756704	-21.805986	-14.646807	-14.744397	-18.256872	-17.690926	-14.373360	-17.010828	-21.612196	-8.982935	-9.181746	1.808013	-13.208270	-6.400999	-0.902261	4.972162	-6.831807	-27.490648	-4.818474	-7.196522	-15.436509	-13.598913	-13.838354	-4.718262	-18.472826	-16.091471	-6.739015	-11.717127	-16.709560	-8.766907	2.067626	-2.529501	-15.082705	0.435350	0.706929	-15.350307	-14.106353	-11.038149	-13.169902	-10.484277	-12.925106
personal-care	-25.720926	-16.453440	-26.348978	-17.307713	-18.166254	-25.145212	-26.965389	-21.098156	-18.587423	-22.560926	-16.912161	-27.499241	-18.190210	-7.502124	7.446803	-13.191130	-18.538446	-47.077156	7.101043	-11.235086	-29.185072	-6.469801	-24.523083	-28.817245	-16.822159	-36.623680	-1.915764	-23.053745	-25.233843	-19.447737	-24.990662	-28.816933	-30.130207	5.335112	-9.808771	-19.220407	-14.807153	1.575197	-13.845477	-18.801926	-30.690418	-33.274036	-33.342030	-29.300596
businesses	-20.523643	-11.824461	-22.829449	-14.373040	-13.364177	-22.616409	-16.825903	-10.708103	-23.220394	-11.609926	-19.846170	-21.291193	-5.206009	-8.362012	-9.341312	-17.536402	-16.018087	-22.752535	0.790293	-1.861562	-5.768540	8.031273	-19.711088	-12.668108	-2.413894	-10.044271	-7.036727	-17.478216	-22.507832	-26.286320	-13.169867	-18.442408	-15.018237	-8.030209	-14.501355	-13.680699	-10.483068	-11.641072	0.336147	-20.475178	-21.061874	-19.367672	-27.372808	-21.419680
jumped	-23.261108	-27.361557	-27.356850	-27.274307	-31.907530	-24.320171	-30.963970	-36.033825	-31.996399	-20.585911	-23.425571	-24.628378	-9.094399	-23.263067	5.411046	-14.018062	-15.487420	-28.257751	2.945031	-27.346172	-48.548546	-9.607450	-19.938259	-29.989426	-12.777437	-32.989853	-5.650764	-25.447683	-24.955250	-28.615973	-22.902308	-24.027473	-30.246130	4.653170	14.169741	-17.584930	8.998211	-1.125711	-13.554578	-21.759510	-22.821188	-24.676603	-26.630993	-29.362595
added	-14.879480	-13.725973	-16.946865	-14.246182	-15.906315	-17.880369	-18.303225	-22.417297	-10.896463	-6.493489	-19.603754	-14.678220	-13.545853	-14.039165	4.894809	-11.666505	-13.750809	-9.157991	-2.432073	-13.556339	-31.696785	-7.473601	-14.092779	-20.995998	-14.194551	-19.254190	-4.746032	-22.445248	-23.684288	-18.268684	-12.700212	-21.596830	-21.802622	-1.235000	11.503214	-15.675919	8.796773	-6.690394	-9.989619	-24.222908	-22.725758	-19.214090	-18.481356	-14.785112
improvement	-30.137701	-21.542803	-31.766832	-27.316364	-34.363205	-35.977032	-31.553919	-33.159595	-33.790047	-32.670952	-21.717556	-34.062584	-8.785907	-23.653442	3.934079	-16.284136	-11.590963	-44.722549	11.725592	-11.338709	-26.678780	-2.114713	-31.700544	-36.891880	-12.737898	-37.496277	-6.880477	-23.329821	-18.354422	-34.609741	-28.823412	-26.991999	-30.946798	6.422604	-3.711965	-4.629498	-1.598104	2.107756	-8.562116	-27.084461	-22.409016	-26.094442	-37.422436	-35.793068
result	-15.452829	-18.038397	-15.271664	-19.064138	-20.040594	-19.504229	-17.838274	-19.989349	-16.736031	-15.869844	-8.757529	-17.080990	-12.353703	-10.148374	1.581811	-9.846243	-13.228498	-8.545248	6.760955	-9.401953	-26.958925	-5.074059	-8.760686	-17.368052	-11.339336	-22.628908	-5.767566	-15.293233	-17.103155	-13.482510	-17.046797	-19.725414	-14.524503	5.065993	-0.207330	-8.401578	-0.098917	2.354191	-10.997721	-19.208441	-21.814760	-16.815735	-16.162193	-18.594540
cost	-18.858076	-18.558805	-18.161469	-21.548409	-15.874061	-15.360020	-18.355614	-23.475233	-13.169063	-10.927227	-12.501412	-20.503370	-3.269593	-17.681252	2.233806	-9.135545	-11.589480	-6.124977	6.735694	-12.569812	-19.712475	-0.971861	-10.158618	-20.140079	-10.623280	-17.772310	-7.924294	-14.137394	-15.247064	-11.799159	-18.295841	-19.826393	-20.096584	5.690056	1.725670	-1.430758	1.539880	3.200408	-2.711146	-17.422792	-19.056234	-17.427216	-20.702393	-21.194294
consolidating	-24.849566	-18.856499	-28.401617	-25.076975	-24.736925	-22.801012	-24.261160	-24.809835	-21.209524	-19.098803	-25.553160	-26.998848	-4.743042	-9.430580	7.476781	-10.500797	-16.062479	-23.561483	7.796012	-13.119271	-25.101954	-1.609835	-18.630173	-30.190157	-20.744213	-17.139288	-3.287566	-16.015305	-15.372445	-17.376192	-20.406622	-25.373371	-21.167582	2.763457	-10.161393	10.545228	-8.025191	-1.738215	-12.858397	-19.070814	-27.917032	-22.548471	-26.321812	-21.882563
manufacturing	-20.067158	-9.350016	-19.219131	-19.156363	-20.555948	-19.188812	-19.203032	-24.613960	-14.690064	-12.002831	-15.460595	-15.721471	-9.238748	-11.293112	3.550990	-10.066614	-11.248885	-25.349701	7.391795	0.023814	-10.448191	-2.452520	-13.473812	-23.920713	-12.099623	-17.906870	-3.490621	-16.767838	-15.844476	-20.572819	-16.841017	-24.371902	-22.825237	2.583978	-5.142801	4.047935	-5.702956	1.045884	-11.708622	-22.475651	-24.706499	-15.653267	-17.800980	-15.533157
blending	-31.972895	-16.295639	-27.343386	-19.825554	-22.881102	-25.648840	-21.565935	-22.501242	-36.910706	-23.645128	-27.644384	-27.332483	-21.985847	-9.235235	9.556814	-15.167751	-8.513575	-40.255798	6.701793	-9.615167	-27.465467	-4.507233	-26.755875	-39.617519	-24.824900	-26.109959	-2.308568	-25.515198	-13.174554	-18.106184	-19.821697	-28.682951	-29.144878	-2.563918	-8.934299	6.571616	-3.603473	-7.564139	-19.330294	-29.315674	-35.015621	-28.631189	-21.034328	-30.987343
organizations	-34.600216	-20.835398	-50.275555	-25.571177	-26.032923	-31.460585	-30.535872	-29.613258	-23.491459	-21.882710	-28.144268	-37.527466	-10.615613	-16.978546	0.078645	-21.613165	-17.580166	-38.353546	-1.306131	-8.520581	-12.562398	10.543872	-30.071480	-31.799824	-26.927137	-27.465992	-6.326823	-30.642761	-28.755390	-32.508919	-26.376760	-31.984245	-25.966623	-9.088356	-9.027013	-11.306163	-8.673175	-11.926730	0.987410	-34.660599	-29.570471	-39.586433	-46.041077	-27.255766
focusing	-21.156406	-13.477072	-24.556231	-25.760923	-16.475624	-16.705816	-28.640396	-19.641973	-23.466654	-23.775450	-23.806721	-22.420090	-4.733686	-12.117530	4.059124	-7.494330	-9.472479	-19.606207	9.717191	-16.328709	-26.620831	0.842605	-13.143393	-30.374781	-8.913778	-17.505648	-9.340336	-17.241947	-9.800075	-16.728355	-21.437326	-27.983877	-21.173555	4.940164	-4.655657	13.376849	-4.987372	1.221663	-7.304615	-16.921555	-29.233063	-13.592817	-30.702946	-24.038872
carefully	-25.998402	-20.561399	-25.336329	-24.251486	-30.119444	-34.877083	-27.379892	-27.033512	-44.690197	-23.222374	-22.690134	-38.229183	-27.223547	-13.832724	4.886184	-25.015219	-25.946154	-10.699552	4.587845	-12.451394	-33.807453	-8.792926	-13.519942	-35.527462	-13.966400	-26.073883	12.637542	-28.870129	-37.401302	-21.591545	-21.491245	-36.586205	-15.978508	-0.701610	-4.930384	-21.156586	-11.987419	-1.151542	-24.713779	-27.679001	-31.094822	-28.593832	-19.709515	-29.696838
promotional	-24.550669	-26.097740	-28.632580	-22.233782	-22.107513	-26.580542	-27.260157	-23.257504	-18.890751	-26.209791	-17.049650	-26.570646	-10.452653	-12.716459	11.371159	-13.074045	-14.409049	-29.051060	6.111526	-6.750374	-31.919086	-5.560226	-15.804066	-31.728226	-20.448866	-30.654188	-1.900493	-18.997551	-19.996658	-27.482290	-25.404552	-28.530998	-31.768311	1.790533	-8.990458	-17.731453	-10.883515	-1.177001	-16.708529	-15.126424	-22.854944	-25.845013	-33.540985	-25.432724
activities	-25.562717	-14.209455	-29.281113	-17.817699	-17.252810	-23.869211	-26.093317	-23.029753	-27.952623	-31.361458	-18.172834	-30.640345	-9.628144	-9.466801	-0.255326	-22.176113	-12.093863	-28.751190	1.426879	-9.501257	-9.238780	7.561267	-28.564865	-20.603630	-14.183006	-16.897589	-0.824634	-21.982204	-15.574079	-24.452915	-19.009016	-25.073013	-16.403229	-4.409423	-13.106989	-12.341599	-15.351578	-8.942058	-3.027910	-21.795645	-25.663969	-26.498003	-34.359535	-22.002138
estimated	-17.227375	-15.363729	-14.519370	-20.490221	-18.183228	-17.154678	-20.967628	-24.517471	-17.602581	-15.952278	-23.188347	-16.146790	-12.640479	-13.052485	4.272101	-17.144173	-13.353813	-10.274159	0.154024	-8.839696	-30.609795	-7.403461	-20.139116	-16.198956	-8.800655	-21.697756	-5.935564	-20.827204	-25.198677	-18.688620	-17.803940	-16.506161	-16.541504	-0.219594	8.539036	-22.610222	9.427469	-5.488461	-18.537577	-17.427324	-15.273500	-17.857527	-19.329023	-14.066830
surprise	-17.587204	-16.509552	-20.961636	-17.145180	-24.565538	-20.100515	-17.229177	-15.195543	-13.373950	-5.336946	-11.896893	-17.137268	-1.196209	-5.113938	2.672525	-3.259440	-17.090954	-23.704824	5.879773	-11.857328	-22.170315	-5.284511	-13.774209	-16.210079	-7.418005	-16.160017	-2.582093	-6.656065	-23.079731	-14.220491	-17.968626	-23.486782	-25.074938	4.797051	-1.050565	-12.354189	-4.397541	1.367709	-6.644319	-19.875340	-22.392199	-15.613156	-21.705973	-18.559826
includes	-23.936472	-18.650356	-25.205996	-21.243271	-20.666048	-24.161051	-23.816402	-21.607012	-19.131077	-21.127419	-18.484688	-21.169035	-12.408360	-7.076636	-4.491823	-13.876852	-11.704856	-20.501345	-2.112485	-18.115089	-20.615129	8.433350	-15.997047	-18.482759	-14.628929	-18.225302	-5.672808	-12.581754	-18.136538	-24.313847	-19.290262	-23.599787	-23.796677	-2.553587	-6.131984	-9.909277	-6.961891	-5.114517	11.224393	-22.977533	-21.174395	-23.655050	-28.309610	-21.048155
brands	-20.295610	-15.362879	-23.754379	-18.479776	-14.082533	-19.084410	-13.711335	-23.270411	-14.775547	-14.712487	-19.500240	-27.129311	-8.818836	-14.357179	-4.645133	-17.091629	-15.798850	-26.750416	-1.006744	-4.086166	-8.478203	8.463558	-20.890406	-12.745326	-12.990034	-10.938067	-7.059049	-19.050873	-24.326971	-23.085997	-14.168964	-21.752850	-14.539481	-5.494035	-8.739507	-12.894012	-8.633928	-8.906288	4.099160	-23.948372	-19.460920	-22.380524	-24.012733	-15.076376
